X1,X2,X3,X4,Label
22.25522516112966,22.55952767294129,8.79867730940714,15.24770926565228,C
10.85437179740309,9.071867221349915,14.914413390496751,9.02580920475112,B
18.04497274463065,29.05798674266459,17.767138114049537,17.257552836418906,D
8.929385415923205,11.636971970410082,15.45245461899778,9.233587641436692,B
5.529203836278105,14.488418910854897,12.082791331942508,14.038663219666901,B
11.954762364832934,29.568152227465408,9.312385458884352,11.255962005822933,D
11.371928940162434,12.887025234443035,17.31251088121481,10.729504646207475,B
5.606310988431389,28.490942178071496,17.72867793123046,21.26246343858434,D
13.494924182642706,20.60465032033955,16.597897340833967,13.045221136327665,D
21.192245922305556,40.371123953450194,11.322613095836079,11.056571554272065,A
21.799959325357914,37.24273446761158,9.745756813612822,10.048198461282693,A
24.66889497537492,37.55680530030897,12.375221043813973,9.621606979255755,A
21.8427481000542,21.12349813164712,5.127944292046875,17.07271988575414,C
11.353262156902638,35.78716829568129,14.142019574045639,21.652155831019623,D
28.43814444330104,23.631056788558187,10.55717118334084,11.541661592109861,C
26.629562168132257,16.94744560780212,14.118754368343524,13.975920274946683,C
22.156490028321127,33.360952267562666,13.783320206433013,11.38283016051896,A
7.665449435631633,15.210324870930133,10.660266329892316,5.251943074591633,B
4.922888687577675,12.188039038841278,17.097408461156082,9.103721198290192,B
14.62010573833399,32.68156675539132,10.782216704435358,11.537465433655894,D
9.213771022316026,27.700048650530128,18.00193014901216,11.94239188403675,D
24.707876742640636,36.630602347143885,6.823787503785666,12.423491770395028,A
10.476284323489317,25.146990679390328,25.402687481669616,14.285517605198173,D
12.331830891303866,9.126875610180923,16.66238273498031,7.989622306818111,B
13.435786519057675,11.039483326020282,17.32248182945645,7.676623093687523,B
24.77718478923658,14.470243146151066,0.08795845531854596,11.20800668907502,C
12.77967490290129,11.674245641855997,11.649151338759829,9.894109781191254,B
22.718502250242935,13.788393146839725,8.343236760741323,14.28750264984283,C
15.754735451419364,40.96820118848766,4.361089426494527,7.443732890910991,A
13.327511140238714,30.02744479415799,19.496886937787043,24.179524665021567,D
14.171601901221814,5.075954173530913,14.534892575645022,10.198180785359478,B
18.238249310359414,42.358151812423735,11.86797083551158,7.027637611990659,A
21.929476378034167,42.05876038490933,15.408089873201725,13.34131987359098,A
18.89769341926852,39.29911126203873,9.088266139020787,10.39175963818091,A
18.725869545620867,38.904814245972034,6.868011599875184,11.943725889579776,A
12.575616294002462,24.236031605975395,11.77880643259367,15.955011481624524,D
15.652342147461066,36.027921434234116,18.269588385472662,17.58646245566103,D
27.167042225619213,13.439902761406262,6.850397331397804,16.687282130352703,C
17.118236336829526,29.877710222520168,21.308352849880386,11.74879159664444,D
17.668147723014055,36.84232912724431,11.131222731599117,10.244740363531568,A
11.53850937277827,9.021044613525046,16.80812296928799,8.216050690838784,B
3.166716832529268,36.519928976031295,16.591993293180394,15.951118533810387,D
12.955952526819601,12.300759008983597,16.207876593390104,4.672336000114513,B
19.4438074743927,37.85270023048082,10.127385692528224,5.5144268212756975,A
5.874446562048278,11.50297669653984,13.559252895015224,12.808322650329092,B
16.73346912495917,34.96290495534129,14.185539924482446,16.713169042775245,D
5.601873628122067,30.34800554291064,15.189218000164228,15.958495656357988,D
7.481102658480426,5.895264713984828,19.68383879686742,7.1791892921283855,B
10.297614587594508,14.728896917883153,16.506984720224338,7.41319900074029,B
21.928514871692116,42.57359707195692,7.728091885102367,8.939205947555246,A
23.73621136122842,34.825037437466165,11.065646826945253,11.692270087575613,A
8.4507462501726,28.609661948338225,28.22629739644225,8.959201424087436,D
2.590629373219855,27.14669203843169,7.951084409836487,18.32206947617039,D
23.875593720296965,18.29001822735881,11.164793760915591,18.548126916243913,C
9.65068725176954,27.78414103683769,2.9740051399706946,14.811336529387033,D
15.135742292090104,37.71804126466177,10.548773889482613,10.982657334950229,A
26.361507492287178,18.811909874873272,9.800573307577912,13.613350943375641,C
10.284035220752118,28.025872598019856,14.985508731053995,13.078851562086497,D
6.589143071730467,31.622608919218614,25.399468657516227,21.661798025738857,D
5.083578078633467,7.800061577249003,21.44872360460186,9.729268451002747,B
12.551592050570314,7.4826274282021785,11.964677747683535,10.254904411113124,B
10.01669999633,24.066033786527996,9.080817538702608,15.538749049352951,D
10.08021514802391,10.55035076074473,13.587772505451818,10.818389168590793,B
22.81658980526627,37.30017122909144,7.131328368972244,8.905449888138914,A
19.038386442143704,38.890409767112004,12.695493259285595,3.602038334139759,A
11.92916363601788,11.76467478735381,15.63776113931261,14.641094490972534,B
20.911203123101263,43.67830489035585,13.98192688604371,9.353568420808072,A
19.634776312994553,14.008104425670226,10.161472706344897,11.645689319207035,C
9.744653192441783,8.30709690009352,17.90030403349938,11.524203728174433,B
10.839227723603644,27.3693679847009,15.113633778558357,13.407754076137342,D
12.107126821029397,30.404243377429886,13.445428106109453,12.412831937634392,D
26.75005843550056,14.988707776772369,7.798567523430561,18.74525379224842,C
7.558616550306082,5.652647167789209,11.046847970577705,11.623024659879423,B
28.02933816734942,24.459155882814798,7.208040340208539,16.642802788685625,C
10.096857240562892,28.260837413000395,15.259142957175657,18.779440007972266,D
9.969830584392957,13.714020807875318,11.878202309744566,9.053190629842426,B
8.59206779116268,12.62708703633852,10.904511368324494,15.841295928461074,B
11.382382983103767,8.797041526310796,12.086488005526828,14.278950582361082,B
24.186970974846908,22.551254535848337,0.9733223918368381,11.718717148619447,C
28.152879674731604,14.729310269500145,7.5883304970371,13.081694843846126,C
9.89277179935548,11.008047227985976,17.659474618078846,9.183604731945376,B
11.341072470657036,10.317159986401466,15.083286394876504,8.723373361685656,B
19.0635405660896,22.55564235895365,3.498808549419117,16.33909347853212,C
4.575568220505246,11.234002728692825,13.550251372562677,10.00771354729453,B
27.481008513784992,21.479865011368314,-0.9089980705969403,17.255582116938648,C
12.31201916339003,9.608680798650019,20.465745293581218,9.773048588234731,B
7.632693459230049,10.00374536736546,14.520180636728872,7.504127520348626,B
28.754226165406056,16.01501245389583,6.889741509179272,14.524665550747097,C
9.588949259928826,29.270742978308174,7.002929632018672,14.286515582878655,D
10.787080360349423,33.87849491689619,8.12540049355162,10.77217292821914,D
22.031685105272608,41.46814844849956,8.736604206838976,7.960521145015072,A
21.441477041537354,39.479253111055016,10.990016781654113,7.267346228173736,A
20.520687445192152,42.44159759120928,10.890915992936005,11.76643292047987,A
18.722987156077817,37.04841953969397,9.929544429153363,11.070829676326044,A
7.050645448762877,7.3050340857039515,17.40615521622155,4.460404055005981,B
22.911652005615917,21.98470374382064,13.458842008099438,13.201339674020296,C
10.723611892656857,13.383350890383408,17.643393291298896,13.098967583559837,B
18.041712522307,9.397574458013004,12.003453611713896,7.779589627781459,B
6.593909662384835,31.688738431876367,23.036874244699504,13.040741074965595,D
31.864294462777554,19.74716434464916,11.088935561327787,11.22573618214127,C
6.854126339715098,25.29410738255567,9.876773143404016,21.646607444739082,D
8.7904350794514,12.848216571379655,14.510235153500464,9.740634151866859,B
24.947482195390222,19.60305929275043,13.781904444589205,9.37313197334888,C
10.981023413773679,33.510020251345736,14.448401204405174,8.998586895342681,D
19.131373368753593,38.54682880784919,5.918413684413762,6.080580689228865,A
24.41013086491916,41.00039302091806,12.446844960264349,15.602232998003645,A
17.610137498768058,39.135045560751536,8.841010063384765,11.203703684433655,A
23.075726701819303,43.00594962196103,9.03168295648012,9.244243123561661,A
13.80223496445597,11.498494700405978,14.813840622604998,13.777501388832441,B
20.6273151979846,17.515752149581754,12.466249522624619,15.544567572391141,C
27.86593780409772,20.491735676038164,12.274403721379926,16.521760819113638,C
11.211688062507921,15.810137387207657,10.644283411704759,11.146608363355881,B
9.98814099424671,22.891825574493925,15.517971343765547,6.6670619923482075,D
7.2767715807969156,34.33899030655082,20.34126510719436,13.346900778655845,D
17.37861758733227,36.449955157052564,5.7343245234374685,14.876938488079475,A
6.655479492688049,37.242327042334445,11.851869050949258,12.660916254330127,D
7.027089839930728,28.41911173659976,11.696882546994917,15.358479431357006,D
14.066328107783255,8.805555613749775,14.515879391166662,15.38334641567522,B
19.96079472099361,40.40232042074556,9.523366266046501,9.012876214916375,A
24.834527995063134,22.324504172755276,7.253594059996942,13.825467747458916,C
10.944901958273134,26.989670862652805,15.180452015251864,28.710154188009973,D
14.105989618330355,22.91107552007831,8.23037705177417,11.215117518575365,D
10.62457249815523,27.772841022546668,14.377982794033072,17.60520823518953,D
22.356170298050984,39.331013134411634,8.304935546088874,13.244614476627747,A
21.05693700944801,16.661684529046028,5.924430411453375,10.5252015581776,C
27.019271089686285,22.864238057895065,1.762258601083552,11.48199449165165,C
26.14029864774219,20.436693323651244,6.455644066809931,11.404460930235881,C
10.623175722926355,36.080014070002974,17.088333013411297,12.971760175428045,D
19.72364835691882,42.5504317792895,8.269875380539021,13.840942635614494,A
26.633627276464523,20.563872127845876,11.120111762324559,22.27711832678263,C
19.22721388807073,39.41633334614077,14.331802967297833,11.711252767147975,A
11.447842842804194,28.82915161623143,17.48728611004357,11.7870420952607,D
14.076032736933492,42.16013075124412,4.400989853345658,11.003747637725718,A
8.597676971122281,7.41953984522601,17.57731257835659,7.571120271879662,B
11.496551991206335,35.24105841353332,13.929008809875235,15.852705055065565,D
25.504372697931313,20.817103278818113,10.391553389137044,12.63503899819922,C
23.29784219075394,37.7939529536252,12.821485161286422,11.240002365859905,A
